rank,name,state,revenue,growth,industry,workers,founded,yrs_on_list,previous_workers,metro,city
265,Intermex,CA,2.6 Million,1650.1408,Travel & Hospitality,18,2015,1,3,Los Angeles,hacienda heights
266,PatientBond,IL,2.2 Million,1648.4583,IT System Development,16,2011,1,1,Chicago,Elmhurst
267,Ginn Group,WA,71.6 Million,1636.3737,Real Estate,49,2009,1,13,,Vancouver
268,PANTHERX Rare,PA,726.1 Million,1634.6901,Health,164,2011,4,26,"Pittsburgh, PA",Pittsburgh
269,Factorial Digital,SC,2.7 Million,1627.4742,Advertising & Marketing,6,2015,1,1,"Charleston, SC",Mount Pleasant
270,T-Rex Solutions,MD,259.4 Million,1621.7206,Government Services,231,1999,4,175,"Washington, DC",Greenbelt
271,Toops,IL,7.7 Million,1621.3485,Retail,12,2015,1,2,Chicago,Evanston
272,InfuseMedia,MA,8.6 Million,1609.4897,Advertising & Marketing,375,2012,2,65,Boston,NEWTON CENTER
273,Teachable,NY,14 Million,1606.1159,Software,81,2014,1,16,New York City,New York
274,Squadhelp.com,IL,3 Million,1600.7611,Business Products & Services,10,2011,2,1,Chicago,Hoffman Estates
275,Take2 Consulting,VA,18.4 Million,1600.2495,IT Management,106,2014,1,16,"Washington, DC",Vienna
276,Epion Health,NJ,4.1 Million,1599.4678,Software,20,2011,1,15,New York City,Hoboken
277,Gotcha Media Holdings,SC,8.4 Million,1572.0504,Logistics & Transportation,81,2009,2,15,"Charleston, SC",Charleston
278,Kyzen Consulting Services,MD,5.5 Million,1569.6045,Government Services,22,1999,4,3,"Washington, DC",Gaithersburg
279,CheckedUp,NY,5.2 Million,1567.7859,Health,45,2012,2,5,New York City,New York
280,Cultivate Advisors,IL,3.4 Million,1558.2846,Business Products & Services,32,2013,1,1,Chicago,Chicago
281,Advisors Education,FL,2.3 Million,1554.4394,Education,9,2011,1,2,"Jacksonville, FL",Jacksonville
282,Recleim,GA,40.9 Million,1553.7539,Environmental Services,323,2012,3,47,Atlanta,Atlanta
283,Maddox Industrial Transformer,SC,13.7 Million,1553.3569,Manufacturing,23,2015,1,5,,Simpsonville
284,Mako Medical Laboratories,NC,93.9 Million,1549.3843,Health,502,2014,1,65,"Raleigh, NC",Raleigh
285,Alert Media,TX,4.9 Million,1549.2845,Software,73,2013,1,21,Austin,Austin
286,Southern Veterinary Partners,AL,113.5 Million,1545.2613,Health,1500,2014,2,500,"Birmingham, AL",Birmimgham
287,Flexicrew Technical Services,LA,2.7 Million,1541.2816,Human Resources,11,2015,1,2,,Metairie
288,Texas Beauty Labs,TX,9.1 Million,1539.2442,Manufacturing,88,2007,2,15,Austin,Austin
289,Scientist.com,CA,97.4 Million,1522.1528,Health,60,2007,3,12,San Diego,Solana Beach
290,Hennessey Consulting,CA,2.6 Million,1521.8605,Advertising & Marketing,15,2015,1,2,Los Angeles,Valencia
291,Meleeo,FL,6.1 Million,1519.3447,Business Products & Services,60,2015,1,5,Tampa,Odessa
292,SNA International,VA,9.8 Million,1517.8234,Government Services,175,2002,1,4,"Washington, DC",Alexandria
293,Staymobile,GA,20.8 Million,1515.7374,Retail,90,2014,1,35,Atlanta,Marietta
294,Amani Enterprises,FL,3.6 Million,1515.61,Retail,63,2015,1,6,Miami,Miami
295,Privateer IT,FL,2.2 Million,1514.6812,IT Management,22,2014,1,3,,Melbourne
296,Discuss.io,WA,6.3 Million,1508.6474,Software,44,2012,2,15,Seattle,Seattle
297,Dollar Fulfillment,ID,9.1 Million,1507.9687,Logistics & Transportation,15,2008,3,5,,Hayden
298,Domino Data Lab,CA,11.8 Million,1505.6426,Software,102,2013,1,12,San Francisco,San Francisco
299,LYFE Marketing,GA,3.2 Million,1501.0992,Advertising & Marketing,35,2011,1,3,Atlanta,Atlanta
300,Alivi,FL,14.1 Million,1496.3723,Health,100,2012,1,10,Miami,doral
301,EETech Media,ID,6.6 Million,1493.1967,Media,20,2015,1,4,,Boise
302,Gravis Law,WA,2.7 Million,1488.4058,Consumer Products & Services,46,2014,1,2,,Richland
303,Cousins Logistics,FL,47.1 Million,1487.4149,Logistics & Transportation,55,2014,1,6,Miami,Boca Raton
304,Position2,CA,65.2 Million,1482.0707,Advertising & Marketing,203,2005,2,140,San Jose,Santa Clara
305,BentoBox CMS,NY,4.4 Million,1480.2849,Software,80,2013,1,9,New York City,New York
306,Symbol Health Solutions,AL,76.9 Million,1472.3901,Health,60,2012,1,30,,Mobile
307,Crisp Video Group,GA,16.1 Million,1469.7828,Advertising & Marketing,36,2012,3,6,Atlanta,Atlanta
308,Sand Cloud,CA,6.8 Million,1469.3517,Retail,19,2014,1,3,San Diego,San Diego
309,Wrapify,CA,2.9 Million,1468.3845,Advertising & Marketing,18,2015,1,8,San Diego,Solana Bech
310,Iuvo Logistics,OH,3.4 Million,1467.1741,Logistics & Transportation,23,2012,1,2,,Dayton
311,Group 10 Capital,FL,5.8 Million,1464.4641,Real Estate,6,2014,1,2,Miami,Miami Beach
312,Basemakers,CA,3.2 Million,1460.6844,Business Products & Services,55,2015,1,4,Los Angeles,Venice
313,Tossware,CA,5.3 Million,1458.0882,Consumer Products & Services,15,2014,1,4,"Inland Empire, CA",Fontana
314,360ia,LA,2 Million,1455.2822,Software,41,2015,1,15,,Lafayette
315,NextGen Leads,CA,35.7 Million,1454.4017,Advertising & Marketing,70,2014,1,5,San Diego,San Diego
316,ColtonCooper,CO,9.9 Million,1449.1161,Logistics & Transportation,11,2015,1,1,Denver,Denver
317,HANDLE,KY,2.3 Million,1447.5149,Health,20,2015,1,5,"Louisville/Jefferson County, KY-IN",Prospect
318,BestSelf Ventures,TX,5.8 Million,1444.5616,Consumer Products & Services,10,2015,1,2,Austin,Austin
319,TazKai,TX,2.8 Million,1444.146,Education,15,2014,1,2,Dallas,ALLEN
320,Cumulus Networks,CA,25.1 Million,1437.6078,Software,179,2010,1,131,San Jose,Mountain View
321,OppLoans,IL,134.2 Million,1434.9543,Financial Services,308,2012,4,27,Chicago,Chicago
322,Common Thread Collective,CA,5 Million,1433.9761,Advertising & Marketing,47,2014,2,8,Los Angeles,Newport Beach
323,Cloudbeds,CA,8.2 Million,1426.4898,Software,203,2012,2,52,San Diego,San Diego
324,Vested Metals International,FL,2.6 Million,1423.6886,Manufacturing,6,2014,1,1,"Jacksonville, FL",Saint Augustine
325,Platt Cheema Richmond,TX,2.3 Million,1423.4909,Real Estate,14,2015,1,3,Dallas,Dallas
326,Revelry,TX,3.8 Million,1423.4062,Retail,10,2009,1,2,Austin,Austin
327,QOS Networks,CA,6.8 Million,1417.8894,IT Management,24,2012,1,8,Los Angeles,Irvine
328,Koddi,TX,27.3 Million,1408.6405,Software,101,2013,2,13,Dallas,Fort Worth
329,Change Media Group,MI,9.7 Million,1408.0842,Advertising & Marketing,18,2012,1,5,,Lansing
330,BLDG-25,NC,2.9 Million,1407.5846,Software,25,2015,1,1,"Raleigh, NC",Raleigh
331,Dropoff,TX,16.2 Million,1405.9213,Logistics & Transportation,84,2014,1,22,Austin,Austin
332,Modavate,GA,2 Million,1405.0606,Advertising & Marketing,12,2007,1,2,Atlanta,Buford
333,Arcus Financial Intelligence,NY,3.4 Million,1404.0037,Financial Services,54,2013,1,20,New York City,New York
334,Digital Resource,FL,4 Million,1399.7156,Advertising & Marketing,38,2014,2,1,Miami,West Palm Beach
335,Girikon,AZ,2.8 Million,1398.2576,IT Management,140,2015,1,35,Phoenix,Phoenix
336,Liberty Rent Guarantee,AL,2.2 Million,1386.454,Real Estate,12,2014,1,4,,Fairhope
337,Inflowlogistics,TX,3.7 Million,1385.4507,Government Services,41,2014,1,7,"San Antonio, TX",San Antonio
338,Pymetrics,NY,5.7 Million,1379.7109,Software,80,2013,1,31,New York City,New York
339,Madewell Construction,TX,6 Million,1373.0107,Construction,9,2014,1,1,,Lubbock
340,Power Target,MD,2 Million,1358.9993,Energy,5,2011,1,2,Baltimore,Millersville
341,Bidwise,PR,2.2 Million,1354.314,Advertising & Marketing,7,2015,1,4,,San Juan
342,Wavicle Data Solutions,IL,12.4 Million,1347.2415,IT System Development,171,2013,1,7,Chicago,Chicago
343,Red Seat Ventures,NY,4.3 Million,1344.2615,Media,25,2015,1,3,New York City,New York
344,reCommerce,FL,33.8 Million,1332.9945,Advertising & Marketing,60,2013,2,5,Miami,Deerfield Beach
345,Design Pickle,AZ,7.2 Million,1329.1787,Business Products & Services,230,2015,1,16,Phoenix,Scottsdale
346,Hyperice,CA,64.3 Million,1327.8114,Consumer Products & Services,21,2010,4,8,Los Angeles,Irvine
347,Synfiny Advisors,OH,2.7 Million,1326.3002,Business Products & Services,2,2014,1,2,Cincinnati,Cincinnati
348,MNS1 Express,IL,29.1 Million,1323.2632,Logistics & Transportation,15,2011,1,3,Chicago,Bolingbrook
349,TomboyX,WA,10.4 Million,1316.5718,Consumer Products & Services,18,2013,2,4,Seattle,Seattle
350,ShopPad,CA,2.3 Million,1313.9536,Software,19,2012,1,4,San Francisco,Oakland
351,Carta,CA,35.3 Million,1301.7557,Financial Services,400,2012,2,55,San Francisco,San Francisco
352,SnackNation,CA,24.2 Million,1293.0075,Food & Beverage,166,2014,2,37,Los Angeles,Culver City
353,Staffing as a Mission,TN,5.7 Million,1291.1366,Business Products & Services,15,2014,1,7,Nashville,Brentwood
354,Azure Knowledge,NJ,19.7 Million,1287.5316,Business Products & Services,185,2010,2,32,New York City,Piscataway
355,Element78 Partners,IL,2.9 Million,1282.6274,Financial Services,16,2015,1,2,Chicago,Oak Brook
356,inVibe Labs,CA,2.3 Million,1281.6939,Business Products & Services,8,2013,1,3,Los Angeles,Costa Mesa
357,SimpleNexus,UT,8 Million,1279.3186,Software,100,2014,2,7,"Provo-Orem, UT",Lehi
358,The Language Group,VA,8.1 Million,1278.5516,Business Products & Services,27,1999,3,3,Virginia Beach,Virginia Beach
359,Green Bits,CA,5.9 Million,1275.5934,Software,80,2014,1,5,San Jose,San Jose
360,M2M In Motion,IL,2.1 Million,1270.6676,Software,17,2013,1,2,Chicago,Lombard
361,AdFicient,MO,5.9 Million,1264.9067,Advertising & Marketing,3,2009,1,4,"St. Louis, MO-IL",Saint Louis
362,Raddish Kids,CA,8.8 Million,1255.0319,Consumer Products & Services,17,2014,1,3,Los Angeles,Redondo Beach
363,Titan Mechanical,VA,16 Million,1254.748,Construction,32,2014,1,3,"Washington, DC",manassas
364,NanaMacs Clothing,ID,12 Million,1252.8198,Retail,29,2012,3,19,,Post Falls
365,Perimeter Security Partners,TN,15.3 Million,1248.1118,Security,22,2014,1,7,Nashville,Brentwood
366,LYNC Logistics,TN,28 Million,1247.5149,Logistics & Transportation,36,2014,1,4,,Chattanooga
367,Cox Residential,IN,2.6 Million,1240.6025,Construction,11,2013,1,2,"Indianapolis, IN",Carmel
368,Stealth-ISS Group,VA,2.6 Million,1240.5595,IT Management,19,2002,2,3,"Washington, DC",Arlington
369,Seeq Corporation,WA,3.1 Million,1240.3105,Software,85,2013,1,20,Seattle,Seattle
370,M7 Services,TX,4.7 Million,1237.9324,IT Management,30,2014,1,3,Houston,Houston
371,Healthy Human,SC,2.7 Million,1232.4509,Retail,6,2015,1,3,"Charleston, SC",Mt Pleasant
372,Professional Hair Labs,FL,6.4 Million,1231.4356,Health,10,1994,1,3,Tampa,Zephyrhills
373,Strategic Alliance Business Group,VA,21.7 Million,1228.9271,Government Services,134,2005,2,13,"Washington, DC",Arlington
374,Synup,NY,3.4 Million,1226.6247,IT Management,121,2014,1,16,New York City,New York
375,First Stop Health,IL,4 Million,1226.2361,Health,24,2011,2,12,Chicago,Chicago
376,BoxyCharm,FL,137.2 Million,1225.5509,Consumer Products & Services,90,2013,2,8,Miami,Pembroke Pines
377,WearMe Pro,AZ,3.8 Million,1220.8084,Retail,6,2014,1,1,Phoenix,Tempe
378,Vidoori,MD,31.4 Million,1220.194,IT Management,131,2008,1,12,"Washington, DC",Silver Spring
379,Stackify,KS,2 Million,1216.3501,Software,45,2012,1,12,"Kansas City, MO-KS",Leawood
380,XY - The Persistent Company,CA,21.6 Million,1210.2205,Software,75,2012,1,12,San Diego,San Diego
381,Dental Intelligence,UT,7 Million,1203.7642,Health,84,2015,1,14,"Provo-Orem, UT",Pleasant Grove
382,PowerInbox,NY,30.8 Million,1202.6661,Software,41,2011,2,28,New York City,New York
383,SimpleTire,PA,255.9 Million,1200.9092,Retail,56,2012,2,10,Philadelphia,Trevose
384,Creative State Marketing,FL,6.2 Million,1197.5855,Advertising & Marketing,21,2014,1,2,Miami,Miami
385,UrbanStems,DC,12.8 Million,1192.4063,Consumer Products & Services,90,2014,1,19,"Washington, DC",Washington
386,GCubed Enterprises,VA,5.1 Million,1191.9137,IT Management,47,2014,1,6,"Washington, DC",Stafford
387,VideoAmp,CA,19.5 Million,1190.6533,Advertising & Marketing,122,2014,1,16,Los Angeles,Los Angeles
388,SweetScience Marketing,PA,2.5 Million,1186.6111,Advertising & Marketing,12,2014,1,2,Philadelphia,King of Prussia
389,Rented.com,GA,4.8 Million,1183.9145,Travel & Hospitality,28,2013,1,16,Atlanta,Atlanta
390,Lakarya,VA,2.9 Million,1180.3138,IT System Development,11,2013,1,2,"Washington, DC",Sterling
391,Cosset,UT,4.6 Million,1168.8845,Retail,70,2014,1,5,Salt Lake City,South Salt Lake
392,Tomahawk Strategic Solutions,TN,2.8 Million,1168.2828,Security,12,2014,1,2,Nashville,Nashville
393,Della Infotech,NJ,4.7 Million,1165.5448,IT Management,115,2012,2,15,,Hamilton
394,Realvolve,CO,2 Million,1163.9585,Software,24,2014,1,2,Denver,Greenwood Village
395,Edvenswa Tech,CA,2.9 Million,1156.826,Software,52,2012,1,10,San Jose,San Jose
396,UpNest,CA,10.1 Million,1152.1347,Real Estate,30,2013,2,12,San Francisco,Burlingame
397,Double Wood,PA,6.9 Million,1147.2142,Health,3,2013,1,2,Philadelphia,Philadelphia
398,Van Law Firm,NV,3 Million,1146.9909,Consumer Products & Services,25,2012,1,4,"Las Vegas, NV",Las Vegas
399,Mobile Text Alerts,NE,2.8 Million,1144.3394,Software,7,2012,1,2,,Lincoln
400,Apogee Stores,IL,5.4 Million,1141.9407,Retail,5,2014,1,1,Chicago,Chicago
401,New Credit America,OR,15.4 Million,1141.8701,Financial Services,42,2014,1,6,,Portland
402,Bore Tech Utilities,FL,9.5 Million,1137.2337,Government Services,52,2011,2,8,Miami,Miami
403,Anna Marie Events,CA,4.1 Million,1135.5552,Business Products & Services,4,2012,1,1,San Francisco,San Francisco
404,Pattern,UT,211.2 Million,1133.4248,Advertising & Marketing,118,2013,1,19,"Provo-Orem, UT",Lehi
405,Advanced Operations Partners,TX,24 Million,1130.9366,Business Products & Services,50,2005,1,12,"San Antonio, TX",San Antonio
406,Newline Interactive,TX,32.7 Million,1127.9388,Computer Hardware,37,2012,3,10,Dallas,Plano
407,Groove.co,CA,3.6 Million,1120.9253,Software,32,2014,1,6,San Francisco,San Francisco
408,G2,IL,21.5 Million,1115.2386,Software,255,2012,1,55,Chicago,Chicago
409,Lean Staffing Solutions,FL,5.6 Million,1113.4907,Human Resources,10,2008,1,2,Miami,Coral Springs
410,Vigene Biosciences,MD,11.6 Million,1111.7853,Health,55,2012,2,5,"Washington, DC",Rockville
411,Pitisci & Associates,FL,8.8 Million,1110.7164,IT Management,7,2014,1,6,Tampa,Tampa
412,CouponCause.com,CA,7.1 Million,1107.6734,Advertising & Marketing,7,2013,1,1,Los Angeles,Topanga
413,Arrive Logistics,TX,368.6 Million,1107.0864,Logistics & Transportation,614,2014,1,51,Austin,Austin
414,Integrity Cargo Solutions,CA,5.5 Million,1106.5666,Logistics & Transportation,5,2012,1,4,Los Angeles,Cerritos
415,Wireless Everywhere,DC,2.8 Million,1103.3244,Telecommunications,23,2015,1,4,"Washington, DC",Washington
416,AudienceX,CA,14 Million,1103.0117,Advertising & Marketing,80,2008,1,12,Los Angeles,Marina Del Rey
417,SOCi,CA,8.8 Million,1097.3859,Advertising & Marketing,113,2010,2,23,San Diego,San Diego
418,Advanced Architectural Products,MI,15.8 Million,1095.0865,Construction,51,2014,1,5,,Allegan
419,Proper Media,CA,35.9 Million,1093.3815,Advertising & Marketing,25,2014,2,8,San Diego,San Diego
420,Dispatch Technologies,MA,7 Million,1093.3466,Business Products & Services,65,2012,1,10,Boston,Boston
421,Kisi Security,NY,2.8 Million,1093.325,Security,35,2012,2,3,New York City,Brooklyn
422,BridgeTech,OR,2 Million,1091.1066,IT Management,25,2014,1,2,,Portland
423,Boomerang Transportation,FL,6.9 Million,1086.4821,Logistics & Transportation,8,2014,1,3,Tampa,Tampa
424,E&M Technologies,VA,9.8 Million,1083.1819,Government Services,103,2005,1,35,,Reston
425,Advertise Purple,CA,6.5 Million,1074.5554,Advertising & Marketing,38,2012,2,3,Los Angeles,Santa Monica
426,Spike Brewing Equipment,WI,5.4 Million,1073.5922,Manufacturing,24,2011,1,4,Milwaukee,Milwaukee
427,Pathway Vet Alliance,TX,374.2 Million,1064.536,Health,4572,2003,2,398,Austin,Austin
428,Bailey's Blossoms,TX,5.9 Million,1056.2826,Retail,24,2013,2,5,Dallas,AURORA
429,Simple Technology Solutions,DC,5.2 Million,1052.2937,IT System Development,30,2013,1,15,"Washington, DC",Washington
430,SkyRun Breckenridge,CO,4.3 Million,1047.1781,Travel & Hospitality,13,2009,1,1,,Breckenridge
431,Clean Juice,NC,4.9 Million,1046.9939,Retail,210,2015,1,20,Charlotte,Charlotte
432,InGenius Prep,CT,8.6 Million,1046.8096,Education,120,2013,2,15,,New Haven
433,Aysco Technology Integration,OH,20.4 Million,1045.6964,Security,34,1988,1,12,,kent
434,Kenna Security,CA,13.2 Million,1044.9641,Security,130,2011,1,20,San Francisco,San Francisco
435,CarLotz,VA,38.5 Million,1043.8893,Retail,125,2011,2,50,"Richmond, VA",Richmond
436,Assured Consulting Solutions,VA,21.3 Million,1043.6166,IT Management,50,2011,2,17,"Washington, DC",Reston
437,The Garrett Companies,IN,67.8 Million,1043.2461,Real Estate,53,2009,4,12,"Indianapolis, IN",Greenwood
438,Era Transport,IL,10.1 Million,1041.7625,Logistics & Transportation,80,2013,2,3,Chicago,Chicago
439,M-Communications,GA,20.8 Million,1040.1937,Telecommunications,19,2011,1,8,,Evans
440,ClickFunnels,ID,94.6 Million,1034.8425,Software,96,2014,2,13,"Boise City-Nampa, ID",Eagle
441,BCM London,GA,2.4 Million,1033.3863,Construction,5,2007,1,1,Atlanta,Kennesaw
442,Uptime,CA,15.9 Million,1031.4816,Food & Beverage,49,1985,2,9,Los Angeles,Van Nuys
443,Competitive Range Solutions,IL,12.7 Million,1031.0775,IT Management,94,2011,1,2,"St. Louis, MO-IL",Alton
444,Real Broker,NY,8.9 Million,1030.5074,Real Estate,9,2014,1,6,New York City,New York
445,Buhler Commercial,CA,4.1 Million,1022.9622,Construction,8,2015,1,1,San Francisco,San Francisco
446,Trailhead Marketing,OR,3 Million,1021.1287,Advertising & Marketing,45,2013,1,4,,Portland
447,Factor 75,IL,22.3 Million,1018.1919,Food & Beverage,18,2013,3,8,Chicago,Batavia
448,Algolia,CA,31.4 Million,1014.7548,Software,238,2012,2,43,San Francisco,San Francisco
449,Midway Dental Supply,MI,74.3 Million,1013.1064,Health,163,1984,4,53,Detroit,Livonia
450,eAudit,NC,3.9 Million,1006.828,Logistics & Transportation,5,2013,1,5,,Emerald Isle
451,Panagora Group,MD,5.9 Million,1002.4813,Government Services,70,2010,1,6,"Washington, DC",Silver Spring
452,MCI,IA,45.1 Million,1002.0532,Business Products & Services,2000,2015,1,400,,Iowa City
453,Abrams Realty,VA,2.7 Million,1001.6224,Real Estate,45,2014,2,8,Virginia Beach,Virginia Beach
454,Pelican Waste & Debris,LA,18.6 Million,998.0293,Environmental Services,180,2013,2,30,,Please Select
455,Gametime,CA,159.7 Million,996.0228,Consumer Products & Services,77,2013,3,47,San Francisco,San Francisco
456,Morning Lavender,CA,4.4 Million,992.6647,Retail,45,2014,2,3,Los Angeles,Tustin
457,Keypath Education,IL,29.8 Million,987.1937,Education,295,2014,1,52,Chicago,Schaumberg
458,Thigo International,CA,3.6 Million,987.0424,Retail,8,2011,1,4,Los Angeles,SAN GABRIEL
459,Saved By The Dress,FL,11.3 Million,986.3578,Retail,20,2013,2,2,Miami,Miami
460,Starc Systems,ME,7.8 Million,983.4521,Manufacturing,39,2015,1,2,,Brunswick
461,Angel Heart Boutique,OK,2.8 Million,980.628,Retail,6,2015,1,2,"Oklahoma City, OK",Edmond
462,ARM Consulting,VA,3.2 Million,976.7611,Government Services,15,2005,2,11,"Washington, DC",Leesburg
463,Chacka Marketing,FL,18.8 Million,971.014,Advertising & Marketing,26,2009,3,15,Tampa,Tampa
464,MapleMark Bank,TX,7.5 Million,967.5713,Financial Services,48,1909,1,6,Dallas,Dallas
465,Vonlane,TX,14.2 Million,967.2683,Logistics & Transportation,103,2013,1,27,Dallas,Dallas
466,Prosper Group,IN,17.4 Million,966.4424,Advertising & Marketing,36,2006,1,13,"Indianapolis, IN",Indianapolis
467,Point3 Security,MD,5.8 Million,966.1704,Security,20,2014,1,4,Baltimore,Perry Hall
468,Directive,CA,4.5 Million,965.3391,Advertising & Marketing,46,2014,1,8,Los Angeles,Irvine
469,Alkami Technology,TX,52.3 Million,957.6592,Software,397,2009,3,155,Dallas,Plano
470,QuickBox Fulfillment,CO,40 Million,957.0621,Logistics & Transportation,170,2009,1,35,Denver,Denver
471,SandsRx,TX,42.9 Million,956.4093,Health,50,2013,1,16,Dallas,Wylie
472,The Building People,VA,11.6 Million,955.4026,Real Estate,87,2012,2,14,"Washington, DC",LEESBURG
473,The SnapBar,WA,2 Million,947.212,Business Products & Services,34,2012,1,4,Seattle,Gig Harbor
